"N","sim","alpha","e","P","seed","rownum","intercept","beta","y_var","R","b","e_alpha"
50000,977,0.25,1,500,42263,2931,1,3,1000,100,100,1
10000,978,0.25,1,100,48546,2932,1,3,1000,100,100,1
25000,978,0.25,1,250,3444,2933,1,3,1000,100,100,1
50000,978,0.25,1,500,11058,2934,1,3,1000,100,100,1
10000,979,0.25,1,100,97544,2935,1,3,1000,100,100,1
25000,979,0.25,1,250,2685,2936,1,3,1000,100,100,1
50000,979,0.25,1,500,26904,2937,1,3,1000,100,100,1
10000,980,0.25,1,100,45414,2938,1,3,1000,100,100,1
25000,980,0.25,1,250,31028,2939,1,3,1000,100,100,1
50000,980,0.25,1,500,28818,2940,1,3,1000,100,100,1
10000,981,0.25,1,100,94631,2941,1,3,1000,100,100,1
25000,981,0.25,1,250,34217,2942,1,3,1000,100,100,1
50000,981,0.25,1,500,31632,2943,1,3,1000,100,100,1
10000,982,0.25,1,100,78974,2944,1,3,1000,100,100,1
25000,982,0.25,1,250,11445,2945,1,3,1000,100,100,1
50000,982,0.25,1,500,99905,2946,1,3,1000,100,100,1
10000,983,0.25,1,100,32519,2947,1,3,1000,100,100,1
25000,983,0.25,1,250,28216,2948,1,3,1000,100,100,1
50000,983,0.25,1,500,46314,2949,1,3,1000,100,100,1
10000,984,0.25,1,100,76427,2950,1,3,1000,100,100,1
25000,984,0.25,1,250,64565,2951,1,3,1000,100,100,1
50000,984,0.25,1,500,52819,2952,1,3,1000,100,100,1
10000,985,0.25,1,100,75006,2953,1,3,1000,100,100,1
25000,985,0.25,1,250,54104,2954,1,3,1000,100,100,1
50000,985,0.25,1,500,18021,2955,1,3,1000,100,100,1
10000,986,0.25,1,100,28637,2956,1,3,1000,100,100,1
25000,986,0.25,1,250,97703,2957,1,3,1000,100,100,1
50000,986,0.25,1,500,93304,2958,1,3,1000,100,100,1
10000,987,0.25,1,100,31494,2959,1,3,1000,100,100,1
25000,987,0.25,1,250,51380,2960,1,3,1000,100,100,1
50000,987,0.25,1,500,79591,2961,1,3,1000,100,100,1
10000,988,0.25,1,100,94991,2962,1,3,1000,100,100,1
25000,988,0.25,1,250,30571,2963,1,3,1000,100,100,1
50000,988,0.25,1,500,43056,2964,1,3,1000,100,100,1
10000,989,0.25,1,100,55167,2965,1,3,1000,100,100,1
25000,989,0.25,1,250,67495,2966,1,3,1000,100,100,1
50000,989,0.25,1,500,42008,2967,1,3,1000,100,100,1
10000,990,0.25,1,100,33890,2968,1,3,1000,100,100,1
25000,990,0.25,1,250,73954,2969,1,3,1000,100,100,1
50000,990,0.25,1,500,76753,2970,1,3,1000,100,100,1
10000,991,0.25,1,100,58283,2971,1,3,1000,100,100,1
25000,991,0.25,1,250,87325,2972,1,3,1000,100,100,1
50000,991,0.25,1,500,81723,2973,1,3,1000,100,100,1
10000,992,0.25,1,100,60404,2974,1,3,1000,100,100,1
25000,992,0.25,1,250,23786,2975,1,3,1000,100,100,1
50000,992,0.25,1,500,46681,2976,1,3,1000,100,100,1
10000,993,0.25,1,100,58904,2977,1,3,1000,100,100,1
25000,993,0.25,1,250,79765,2978,1,3,1000,100,100,1
50000,993,0.25,1,500,28247,2979,1,3,1000,100,100,1
10000,994,0.25,1,100,1265,2980,1,3,1000,100,100,1
25000,994,0.25,1,250,23565,2981,1,3,1000,100,100,1
50000,994,0.25,1,500,61896,2982,1,3,1000,100,100,1
10000,995,0.25,1,100,50658,2983,1,3,1000,100,100,1
25000,995,0.25,1,250,34872,2984,1,3,1000,100,100,1
50000,995,0.25,1,500,20257,2985,1,3,1000,100,100,1
10000,996,0.25,1,100,74454,2986,1,3,1000,100,100,1
25000,996,0.25,1,250,72629,2987,1,3,1000,100,100,1
50000,996,0.25,1,500,20286,2988,1,3,1000,100,100,1
10000,997,0.25,1,100,20664,2989,1,3,1000,100,100,1
25000,997,0.25,1,250,4444,2990,1,3,1000,100,100,1
50000,997,0.25,1,500,94406,2991,1,3,1000,100,100,1
10000,998,0.25,1,100,81968,2992,1,3,1000,100,100,1
25000,998,0.25,1,250,51125,2993,1,3,1000,100,100,1
50000,998,0.25,1,500,11779,2994,1,3,1000,100,100,1
10000,999,0.25,1,100,68010,2995,1,3,1000,100,100,1
25000,999,0.25,1,250,30314,2996,1,3,1000,100,100,1
50000,999,0.25,1,500,70860,2997,1,3,1000,100,100,1
10000,1000,0.25,1,100,67163,2998,1,3,1000,100,100,1
25000,1000,0.25,1,250,90447,2999,1,3,1000,100,100,1
50000,1000,0.25,1,500,11337,3000,1,3,1000,100,100,1
10000,1001,0.25,1,100,42760,3001,1,3,1000,100,100,1
25000,1001,0.25,1,250,32061,3002,1,3,1000,100,100,1
50000,1001,0.25,1,500,55237,3003,1,3,1000,100,100,1
10000,1002,0.25,1,100,42238,3004,1,3,1000,100,100,1
25000,1002,0.25,1,250,32821,3005,1,3,1000,100,100,1
50000,1002,0.25,1,500,84386,3006,1,3,1000,100,100,1
10000,1003,0.25,1,100,64149,3007,1,3,1000,100,100,1
25000,1003,0.25,1,250,95759,3008,1,3,1000,100,100,1
50000,1003,0.25,1,500,44779,3009,1,3,1000,100,100,1
10000,1004,0.25,1,100,29143,3010,1,3,1000,100,100,1
25000,1004,0.25,1,250,11033,3011,1,3,1000,100,100,1
50000,1004,0.25,1,500,33053,3012,1,3,1000,100,100,1
10000,1005,0.25,1,100,10507,3013,1,3,1000,100,100,1
25000,1005,0.25,1,250,2503,3014,1,3,1000,100,100,1
50000,1005,0.25,1,500,24414,3015,1,3,1000,100,100,1
10000,1006,0.25,1,100,57775,3016,1,3,1000,100,100,1
25000,1006,0.25,1,250,38782,3017,1,3,1000,100,100,1
50000,1006,0.25,1,500,87402,3018,1,3,1000,100,100,1
10000,1007,0.25,1,100,22145,3019,1,3,1000,100,100,1
25000,1007,0.25,1,250,71624,3020,1,3,1000,100,100,1
50000,1007,0.25,1,500,31341,3021,1,3,1000,100,100,1
10000,1008,0.25,1,100,82628,3022,1,3,1000,100,100,1
25000,1008,0.25,1,250,78676,3023,1,3,1000,100,100,1
50000,1008,0.25,1,500,14547,3024,1,3,1000,100,100,1
10000,1009,0.25,1,100,27096,3025,1,3,1000,100,100,1
25000,1009,0.25,1,250,46272,3026,1,3,1000,100,100,1
50000,1009,0.25,1,500,51489,3027,1,3,1000,100,100,1
10000,1010,0.25,1,100,70549,3028,1,3,1000,100,100,1
25000,1010,0.25,1,250,18826,3029,1,3,1000,100,100,1
50000,1010,0.25,1,500,35113,3030,1,3,1000,100,100,1
10000,1011,0.25,1,100,5079,3031,1,3,1000,100,100,1
25000,1011,0.25,1,250,43699,3032,1,3,1000,100,100,1
50000,1011,0.25,1,500,20691,3033,1,3,1000,100,100,1
10000,1012,0.25,1,100,4003,3034,1,3,1000,100,100,1
25000,1012,0.25,1,250,74595,3035,1,3,1000,100,100,1
50000,1012,0.25,1,500,22504,3036,1,3,1000,100,100,1
10000,1013,0.25,1,100,6681,3037,1,3,1000,100,100,1
25000,1013,0.25,1,250,66767,3038,1,3,1000,100,100,1
50000,1013,0.25,1,500,47349,3039,1,3,1000,100,100,1
10000,1014,0.25,1,100,29469,3040,1,3,1000,100,100,1
25000,1014,0.25,1,250,86762,3041,1,3,1000,100,100,1
50000,1014,0.25,1,500,13362,3042,1,3,1000,100,100,1
10000,1015,0.25,1,100,42733,3043,1,3,1000,100,100,1
25000,1015,0.25,1,250,4383,3044,1,3,1000,100,100,1
50000,1015,0.25,1,500,82760,3045,1,3,1000,100,100,1
10000,1016,0.25,1,100,25104,3046,1,3,1000,100,100,1
25000,1016,0.25,1,250,39955,3047,1,3,1000,100,100,1
50000,1016,0.25,1,500,12769,3048,1,3,1000,100,100,1
10000,1017,0.25,1,100,36343,3049,1,3,1000,100,100,1
25000,1017,0.25,1,250,9600,3050,1,3,1000,100,100,1
50000,1017,0.25,1,500,64541,3051,1,3,1000,100,100,1
10000,1018,0.25,1,100,41727,3052,1,3,1000,100,100,1
25000,1018,0.25,1,250,35227,3053,1,3,1000,100,100,1
50000,1018,0.25,1,500,25985,3054,1,3,1000,100,100,1
10000,1019,0.25,1,100,8843,3055,1,3,1000,100,100,1
25000,1019,0.25,1,250,37500,3056,1,3,1000,100,100,1
50000,1019,0.25,1,500,90958,3057,1,3,1000,100,100,1
10000,1020,0.25,1,100,12230,3058,1,3,1000,100,100,1
25000,1020,0.25,1,250,14085,3059,1,3,1000,100,100,1
50000,1020,0.25,1,500,50859,3060,1,3,1000,100,100,1
10000,1021,0.25,1,100,76587,3061,1,3,1000,100,100,1
25000,1021,0.25,1,250,35535,3062,1,3,1000,100,100,1
50000,1021,0.25,1,500,51946,3063,1,3,1000,100,100,1
10000,1022,0.25,1,100,47520,3064,1,3,1000,100,100,1
25000,1022,0.25,1,250,13517,3065,1,3,1000,100,100,1
50000,1022,0.25,1,500,53893,3066,1,3,1000,100,100,1
10000,1023,0.25,1,100,86053,3067,1,3,1000,100,100,1
25000,1023,0.25,1,250,94656,3068,1,3,1000,100,100,1
50000,1023,0.25,1,500,40885,3069,1,3,1000,100,100,1
10000,1024,0.25,1,100,31026,3070,1,3,1000,100,100,1
25000,1024,0.25,1,250,29392,3071,1,3,1000,100,100,1
50000,1024,0.25,1,500,87656,3072,1,3,1000,100,100,1
10000,1025,0.25,1,100,58817,3073,1,3,1000,100,100,1
25000,1025,0.25,1,250,82663,3074,1,3,1000,100,100,1
50000,1025,0.25,1,500,35607,3075,1,3,1000,100,100,1
10000,1026,0.25,1,100,18864,3076,1,3,1000,100,100,1
25000,1026,0.25,1,250,88913,3077,1,3,1000,100,100,1
50000,1026,0.25,1,500,10258,3078,1,3,1000,100,100,1
10000,1027,0.25,1,100,3701,3079,1,3,1000,100,100,1
25000,1027,0.25,1,250,69320,3080,1,3,1000,100,100,1
50000,1027,0.25,1,500,9220,3081,1,3,1000,100,100,1
10000,1028,0.25,1,100,80866,3082,1,3,1000,100,100,1
25000,1028,0.25,1,250,30109,3083,1,3,1000,100,100,1
50000,1028,0.25,1,500,14057,3084,1,3,1000,100,100,1
10000,1029,0.25,1,100,99427,3085,1,3,1000,100,100,1
25000,1029,0.25,1,250,18714,3086,1,3,1000,100,100,1
50000,1029,0.25,1,500,37191,3087,1,3,1000,100,100,1
10000,1030,0.25,1,100,49543,3088,1,3,1000,100,100,1
25000,1030,0.25,1,250,86598,3089,1,3,1000,100,100,1
50000,1030,0.25,1,500,74363,3090,1,3,1000,100,100,1
10000,1031,0.25,1,100,69009,3091,1,3,1000,100,100,1
25000,1031,0.25,1,250,34436,3092,1,3,1000,100,100,1
50000,1031,0.25,1,500,1398,3093,1,3,1000,100,100,1
10000,1032,0.25,1,100,55396,3094,1,3,1000,100,100,1
25000,1032,0.25,1,250,2598,3095,1,3,1000,100,100,1
50000,1032,0.25,1,500,45331,3096,1,3,1000,100,100,1
10000,1033,0.25,1,100,83447,3097,1,3,1000,100,100,1
25000,1033,0.25,1,250,94013,3098,1,3,1000,100,100,1
50000,1033,0.25,1,500,11231,3099,1,3,1000,100,100,1
10000,1034,0.25,1,100,68280,3100,1,3,1000,100,100,1
25000,1034,0.25,1,250,41605,3101,1,3,1000,100,100,1
50000,1034,0.25,1,500,18220,3102,1,3,1000,100,100,1
10000,1035,0.25,1,100,41796,3103,1,3,1000,100,100,1
25000,1035,0.25,1,250,24141,3104,1,3,1000,100,100,1
50000,1035,0.25,1,500,92313,3105,1,3,1000,100,100,1
10000,1036,0.25,1,100,66889,3106,1,3,1000,100,100,1
25000,1036,0.25,1,250,92894,3107,1,3,1000,100,100,1
50000,1036,0.25,1,500,89593,3108,1,3,1000,100,100,1
10000,1037,0.25,1,100,37757,3109,1,3,1000,100,100,1
25000,1037,0.25,1,250,30625,3110,1,3,1000,100,100,1
50000,1037,0.25,1,500,49575,3111,1,3,1000,100,100,1
10000,1038,0.25,1,100,53310,3112,1,3,1000,100,100,1
25000,1038,0.25,1,250,16355,3113,1,3,1000,100,100,1
50000,1038,0.25,1,500,15915,3114,1,3,1000,100,100,1
10000,1039,0.25,1,100,48328,3115,1,3,1000,100,100,1
25000,1039,0.25,1,250,70690,3116,1,3,1000,100,100,1
50000,1039,0.25,1,500,73655,3117,1,3,1000,100,100,1
10000,1040,0.25,1,100,28018,3118,1,3,1000,100,100,1
25000,1040,0.25,1,250,14579,3119,1,3,1000,100,100,1
50000,1040,0.25,1,500,6010,3120,1,3,1000,100,100,1
10000,1041,0.25,1,100,31421,3121,1,3,1000,100,100,1
25000,1041,0.25,1,250,87618,3122,1,3,1000,100,100,1
50000,1041,0.25,1,500,39149,3123,1,3,1000,100,100,1
10000,1042,0.25,1,100,92764,3124,1,3,1000,100,100,1
25000,1042,0.25,1,250,66096,3125,1,3,1000,100,100,1
50000,1042,0.25,1,500,8742,3126,1,3,1000,100,100,1
10000,1043,0.25,1,100,35526,3127,1,3,1000,100,100,1
25000,1043,0.25,1,250,76765,3128,1,3,1000,100,100,1
50000,1043,0.25,1,500,62451,3129,1,3,1000,100,100,1
10000,1044,0.25,1,100,73500,3130,1,3,1000,100,100,1
25000,1044,0.25,1,250,44785,3131,1,3,1000,100,100,1
50000,1044,0.25,1,500,81529,3132,1,3,1000,100,100,1
10000,1045,0.25,1,100,39999,3133,1,3,1000,100,100,1
25000,1045,0.25,1,250,71546,3134,1,3,1000,100,100,1
50000,1045,0.25,1,500,74385,3135,1,3,1000,100,100,1
10000,1046,0.25,1,100,8919,3136,1,3,1000,100,100,1
25000,1046,0.25,1,250,59911,3137,1,3,1000,100,100,1
50000,1046,0.25,1,500,5257,3138,1,3,1000,100,100,1
10000,1047,0.25,1,100,63974,3139,1,3,1000,100,100,1
25000,1047,0.25,1,250,74623,3140,1,3,1000,100,100,1
50000,1047,0.25,1,500,8331,3141,1,3,1000,100,100,1
10000,1048,0.25,1,100,45460,3142,1,3,1000,100,100,1
25000,1048,0.25,1,250,7223,3143,1,3,1000,100,100,1
50000,1048,0.25,1,500,8096,3144,1,3,1000,100,100,1
10000,1049,0.25,1,100,97186,3145,1,3,1000,100,100,1
25000,1049,0.25,1,250,71460,3146,1,3,1000,100,100,1
50000,1049,0.25,1,500,11951,3147,1,3,1000,100,100,1
10000,1050,0.25,1,100,11827,3148,1,3,1000,100,100,1
25000,1050,0.25,1,250,88232,3149,1,3,1000,100,100,1
50000,1050,0.25,1,500,63900,3150,1,3,1000,100,100,1
10000,1051,0.25,1,100,28562,3151,1,3,1000,100,100,1
25000,1051,0.25,1,250,64087,3152,1,3,1000,100,100,1
50000,1051,0.25,1,500,32514,3153,1,3,1000,100,100,1
10000,1052,0.25,1,100,42549,3154,1,3,1000,100,100,1
25000,1052,0.25,1,250,75161,3155,1,3,1000,100,100,1
50000,1052,0.25,1,500,50226,3156,1,3,1000,100,100,1
10000,1053,0.25,1,100,48868,3157,1,3,1000,100,100,1
25000,1053,0.25,1,250,29619,3158,1,3,1000,100,100,1
50000,1053,0.25,1,500,591,3159,1,3,1000,100,100,1
10000,1054,0.25,1,100,63963,3160,1,3,1000,100,100,1
25000,1054,0.25,1,250,32872,3161,1,3,1000,100,100,1
50000,1054,0.25,1,500,90316,3162,1,3,1000,100,100,1
10000,1055,0.25,1,100,61944,3163,1,3,1000,100,100,1
25000,1055,0.25,1,250,106,3164,1,3,1000,100,100,1
50000,1055,0.25,1,500,656,3165,1,3,1000,100,100,1
10000,1056,0.25,1,100,39636,3166,1,3,1000,100,100,1
25000,1056,0.25,1,250,78090,3167,1,3,1000,100,100,1
50000,1056,0.25,1,500,70579,3168,1,3,1000,100,100,1
10000,1057,0.25,1,100,44726,3169,1,3,1000,100,100,1
25000,1057,0.25,1,250,24612,3170,1,3,1000,100,100,1
50000,1057,0.25,1,500,73062,3171,1,3,1000,100,100,1
10000,1058,0.25,1,100,94838,3172,1,3,1000,100,100,1
25000,1058,0.25,1,250,21317,3173,1,3,1000,100,100,1
50000,1058,0.25,1,500,93620,3174,1,3,1000,100,100,1
10000,1059,0.25,1,100,46717,3175,1,3,1000,100,100,1
25000,1059,0.25,1,250,90018,3176,1,3,1000,100,100,1
50000,1059,0.25,1,500,39015,3177,1,3,1000,100,100,1
10000,1060,0.25,1,100,54281,3178,1,3,1000,100,100,1
25000,1060,0.25,1,250,56865,3179,1,3,1000,100,100,1
50000,1060,0.25,1,500,61931,3180,1,3,1000,100,100,1
10000,1061,0.25,1,100,30879,3181,1,3,1000,100,100,1
25000,1061,0.25,1,250,44700,3182,1,3,1000,100,100,1
50000,1061,0.25,1,500,15024,3183,1,3,1000,100,100,1
10000,1062,0.25,1,100,80266,3184,1,3,1000,100,100,1
25000,1062,0.25,1,250,54858,3185,1,3,1000,100,100,1
50000,1062,0.25,1,500,55052,3186,1,3,1000,100,100,1
10000,1063,0.25,1,100,2224,3187,1,3,1000,100,100,1
25000,1063,0.25,1,250,3628,3188,1,3,1000,100,100,1
50000,1063,0.25,1,500,56537,3189,1,3,1000,100,100,1
10000,1064,0.25,1,100,62591,3190,1,3,1000,100,100,1
25000,1064,0.25,1,250,60931,3191,1,3,1000,100,100,1
50000,1064,0.25,1,500,16907,3192,1,3,1000,100,100,1
10000,1065,0.25,1,100,97067,3193,1,3,1000,100,100,1
25000,1065,0.25,1,250,37980,3194,1,3,1000,100,100,1
50000,1065,0.25,1,500,89845,3195,1,3,1000,100,100,1
10000,1066,0.25,1,100,28254,3196,1,3,1000,100,100,1
25000,1066,0.25,1,250,71719,3197,1,3,1000,100,100,1
50000,1066,0.25,1,500,66736,3198,1,3,1000,100,100,1
10000,1067,0.25,1,100,68585,3199,1,3,1000,100,100,1
25000,1067,0.25,1,250,46607,3200,1,3,1000,100,100,1
50000,1067,0.25,1,500,35521,3201,1,3,1000,100,100,1
10000,1068,0.25,1,100,99373,3202,1,3,1000,100,100,1
25000,1068,0.25,1,250,35339,3203,1,3,1000,100,100,1
50000,1068,0.25,1,500,95001,3204,1,3,1000,100,100,1
10000,1069,0.25,1,100,2072,3205,1,3,1000,100,100,1
25000,1069,0.25,1,250,68965,3206,1,3,1000,100,100,1
50000,1069,0.25,1,500,36347,3207,1,3,1000,100,100,1
10000,1070,0.25,1,100,20228,3208,1,3,1000,100,100,1
25000,1070,0.25,1,250,77589,3209,1,3,1000,100,100,1
50000,1070,0.25,1,500,98633,3210,1,3,1000,100,100,1
10000,1071,0.25,1,100,20129,3211,1,3,1000,100,100,1
25000,1071,0.25,1,250,97957,3212,1,3,1000,100,100,1
50000,1071,0.25,1,500,52085,3213,1,3,1000,100,100,1
10000,1072,0.25,1,100,25402,3214,1,3,1000,100,100,1
25000,1072,0.25,1,250,15669,3215,1,3,1000,100,100,1
50000,1072,0.25,1,500,95663,3216,1,3,1000,100,100,1
10000,1073,0.25,1,100,42719,3217,1,3,1000,100,100,1
25000,1073,0.25,1,250,13955,3218,1,3,1000,100,100,1
50000,1073,0.25,1,500,45872,3219,1,3,1000,100,100,1
10000,1074,0.25,1,100,14213,3220,1,3,1000,100,100,1
25000,1074,0.25,1,250,22068,3221,1,3,1000,100,100,1
50000,1074,0.25,1,500,90914,3222,1,3,1000,100,100,1
10000,1075,0.25,1,100,32488,3223,1,3,1000,100,100,1
25000,1075,0.25,1,250,92064,3224,1,3,1000,100,100,1
50000,1075,0.25,1,500,94061,3225,1,3,1000,100,100,1
10000,1076,0.25,1,100,52008,3226,1,3,1000,100,100,1
25000,1076,0.25,1,250,69971,3227,1,3,1000,100,100,1
50000,1076,0.25,1,500,19949,3228,1,3,1000,100,100,1
10000,1077,0.25,1,100,62766,3229,1,3,1000,100,100,1
25000,1077,0.25,1,250,47735,3230,1,3,1000,100,100,1
50000,1077,0.25,1,500,49767,3231,1,3,1000,100,100,1
10000,1078,0.25,1,100,68990,3232,1,3,1000,100,100,1
25000,1078,0.25,1,250,62531,3233,1,3,1000,100,100,1
50000,1078,0.25,1,500,11019,3234,1,3,1000,100,100,1
10000,1079,0.25,1,100,56771,3235,1,3,1000,100,100,1
25000,1079,0.25,1,250,63302,3236,1,3,1000,100,100,1
50000,1079,0.25,1,500,51734,3237,1,3,1000,100,100,1
10000,1080,0.25,1,100,87227,3238,1,3,1000,100,100,1
25000,1080,0.25,1,250,18558,3239,1,3,1000,100,100,1
50000,1080,0.25,1,500,60649,3240,1,3,1000,100,100,1
10000,1081,0.25,1,100,9971,3241,1,3,1000,100,100,1
25000,1081,0.25,1,250,57166,3242,1,3,1000,100,100,1
50000,1081,0.25,1,500,80517,3243,1,3,1000,100,100,1
10000,1082,0.25,1,100,23286,3244,1,3,1000,100,100,1
25000,1082,0.25,1,250,28690,3245,1,3,1000,100,100,1
50000,1082,0.25,1,500,68775,3246,1,3,1000,100,100,1
10000,1083,0.25,1,100,62588,3247,1,3,1000,100,100,1
25000,1083,0.25,1,250,92324,3248,1,3,1000,100,100,1
50000,1083,0.25,1,500,64312,3249,1,3,1000,100,100,1
10000,1084,0.25,1,100,33485,3250,1,3,1000,100,100,1
25000,1084,0.25,1,250,28548,3251,1,3,1000,100,100,1
50000,1084,0.25,1,500,74761,3252,1,3,1000,100,100,1
10000,1085,0.25,1,100,82331,3253,1,3,1000,100,100,1
25000,1085,0.25,1,250,5164,3254,1,3,1000,100,100,1
50000,1085,0.25,1,500,34542,3255,1,3,1000,100,100,1
10000,1086,0.25,1,100,34166,3256,1,3,1000,100,100,1
25000,1086,0.25,1,250,94186,3257,1,3,1000,100,100,1
50000,1086,0.25,1,500,73033,3258,1,3,1000,100,100,1
10000,1087,0.25,1,100,93306,3259,1,3,1000,100,100,1
25000,1087,0.25,1,250,99785,3260,1,3,1000,100,100,1
50000,1087,0.25,1,500,53504,3261,1,3,1000,100,100,1
10000,1088,0.25,1,100,79893,3262,1,3,1000,100,100,1
25000,1088,0.25,1,250,63813,3263,1,3,1000,100,100,1
50000,1088,0.25,1,500,25868,3264,1,3,1000,100,100,1
10000,1089,0.25,1,100,2387,3265,1,3,1000,100,100,1
25000,1089,0.25,1,250,55354,3266,1,3,1000,100,100,1
50000,1089,0.25,1,500,59960,3267,1,3,1000,100,100,1
10000,1090,0.25,1,100,10784,3268,1,3,1000,100,100,1
25000,1090,0.25,1,250,88968,3269,1,3,1000,100,100,1
50000,1090,0.25,1,500,49325,3270,1,3,1000,100,100,1
10000,1091,0.25,1,100,68323,3271,1,3,1000,100,100,1
25000,1091,0.25,1,250,77090,3272,1,3,1000,100,100,1
50000,1091,0.25,1,500,8853,3273,1,3,1000,100,100,1
10000,1092,0.25,1,100,85742,3274,1,3,1000,100,100,1
25000,1092,0.25,1,250,71161,3275,1,3,1000,100,100,1
50000,1092,0.25,1,500,95351,3276,1,3,1000,100,100,1
10000,1093,0.25,1,100,7653,3277,1,3,1000,100,100,1
25000,1093,0.25,1,250,79126,3278,1,3,1000,100,100,1
50000,1093,0.25,1,500,4201,3279,1,3,1000,100,100,1
10000,1094,0.25,1,100,74236,3280,1,3,1000,100,100,1
25000,1094,0.25,1,250,57051,3281,1,3,1000,100,100,1
50000,1094,0.25,1,500,12285,3282,1,3,1000,100,100,1
10000,1095,0.25,1,100,31873,3283,1,3,1000,100,100,1
25000,1095,0.25,1,250,84380,3284,1,3,1000,100,100,1
50000,1095,0.25,1,500,93245,3285,1,3,1000,100,100,1
10000,1096,0.25,1,100,50187,3286,1,3,1000,100,100,1
25000,1096,0.25,1,250,20607,3287,1,3,1000,100,100,1
50000,1096,0.25,1,500,43477,3288,1,3,1000,100,100,1
10000,1097,0.25,1,100,34360,3289,1,3,1000,100,100,1
25000,1097,0.25,1,250,26566,3290,1,3,1000,100,100,1
50000,1097,0.25,1,500,37430,3291,1,3,1000,100,100,1
10000,1098,0.25,1,100,19657,3292,1,3,1000,100,100,1
25000,1098,0.25,1,250,61556,3293,1,3,1000,100,100,1
50000,1098,0.25,1,500,10366,3294,1,3,1000,100,100,1
10000,1099,0.25,1,100,15558,3295,1,3,1000,100,100,1
25000,1099,0.25,1,250,77801,3296,1,3,1000,100,100,1
50000,1099,0.25,1,500,10730,3297,1,3,1000,100,100,1
10000,1100,0.25,1,100,23816,3298,1,3,1000,100,100,1
25000,1100,0.25,1,250,15363,3299,1,3,1000,100,100,1
50000,1100,0.25,1,500,31348,3300,1,3,1000,100,100,1
10000,1101,0.25,1,100,28981,3301,1,3,1000,100,100,1
25000,1101,0.25,1,250,52124,3302,1,3,1000,100,100,1
50000,1101,0.25,1,500,68003,3303,1,3,1000,100,100,1
10000,1102,0.25,1,100,70636,3304,1,3,1000,100,100,1
25000,1102,0.25,1,250,34831,3305,1,3,1000,100,100,1
50000,1102,0.25,1,500,58617,3306,1,3,1000,100,100,1
10000,1103,0.25,1,100,451,3307,1,3,1000,100,100,1
25000,1103,0.25,1,250,92897,3308,1,3,1000,100,100,1
50000,1103,0.25,1,500,51550,3309,1,3,1000,100,100,1
10000,1104,0.25,1,100,1810,3310,1,3,1000,100,100,1
25000,1104,0.25,1,250,81323,3311,1,3,1000,100,100,1
50000,1104,0.25,1,500,43596,3312,1,3,1000,100,100,1
10000,1105,0.25,1,100,49943,3313,1,3,1000,100,100,1
25000,1105,0.25,1,250,66603,3314,1,3,1000,100,100,1
50000,1105,0.25,1,500,92276,3315,1,3,1000,100,100,1
10000,1106,0.25,1,100,91771,3316,1,3,1000,100,100,1
25000,1106,0.25,1,250,48236,3317,1,3,1000,100,100,1
50000,1106,0.25,1,500,96756,3318,1,3,1000,100,100,1
10000,1107,0.25,1,100,58228,3319,1,3,1000,100,100,1
25000,1107,0.25,1,250,24020,3320,1,3,1000,100,100,1
50000,1107,0.25,1,500,16153,3321,1,3,1000,100,100,1
10000,1108,0.25,1,100,5128,3322,1,3,1000,100,100,1
25000,1108,0.25,1,250,33840,3323,1,3,1000,100,100,1
50000,1108,0.25,1,500,65332,3324,1,3,1000,100,100,1
10000,1109,0.25,1,100,98925,3325,1,3,1000,100,100,1
25000,1109,0.25,1,250,30812,3326,1,3,1000,100,100,1
50000,1109,0.25,1,500,48311,3327,1,3,1000,100,100,1
10000,1110,0.25,1,100,82494,3328,1,3,1000,100,100,1
25000,1110,0.25,1,250,96097,3329,1,3,1000,100,100,1
50000,1110,0.25,1,500,33894,3330,1,3,1000,100,100,1
10000,1111,0.25,1,100,36330,3331,1,3,1000,100,100,1
25000,1111,0.25,1,250,75339,3332,1,3,1000,100,100,1
50000,1111,0.25,1,500,18314,3333,1,3,1000,100,100,1
10000,1112,0.25,1,100,4997,3334,1,3,1000,100,100,1
25000,1112,0.25,1,250,36279,3335,1,3,1000,100,100,1
50000,1112,0.25,1,500,29153,3336,1,3,1000,100,100,1
10000,1113,0.25,1,100,49601,3337,1,3,1000,100,100,1
25000,1113,0.25,1,250,51882,3338,1,3,1000,100,100,1
50000,1113,0.25,1,500,62372,3339,1,3,1000,100,100,1
10000,1114,0.25,1,100,34992,3340,1,3,1000,100,100,1
25000,1114,0.25,1,250,81407,3341,1,3,1000,100,100,1
50000,1114,0.25,1,500,97572,3342,1,3,1000,100,100,1
10000,1115,0.25,1,100,27787,3343,1,3,1000,100,100,1
25000,1115,0.25,1,250,96133,3344,1,3,1000,100,100,1
50000,1115,0.25,1,500,93579,3345,1,3,1000,100,100,1
10000,1116,0.25,1,100,50989,3346,1,3,1000,100,100,1
25000,1116,0.25,1,250,8659,3347,1,3,1000,100,100,1
50000,1116,0.25,1,500,55268,3348,1,3,1000,100,100,1
10000,1117,0.25,1,100,77544,3349,1,3,1000,100,100,1
25000,1117,0.25,1,250,34002,3350,1,3,1000,100,100,1
50000,1117,0.25,1,500,76768,3351,1,3,1000,100,100,1
10000,1118,0.25,1,100,99067,3352,1,3,1000,100,100,1
25000,1118,0.25,1,250,1386,3353,1,3,1000,100,100,1
50000,1118,0.25,1,500,22709,3354,1,3,1000,100,100,1
10000,1119,0.25,1,100,44098,3355,1,3,1000,100,100,1
