"N","sim","alpha","e","P","seed","rownum","intercept","beta","y_var","R","b","e_alpha"
25000,1119,0.25,1,250,37441,3356,1,3,1000,100,100,1
50000,1119,0.25,1,500,48620,3357,1,3,1000,100,100,1
10000,1120,0.25,1,100,74121,3358,1,3,1000,100,100,1
25000,1120,0.25,1,250,47456,3359,1,3,1000,100,100,1
50000,1120,0.25,1,500,55617,3360,1,3,1000,100,100,1
10000,1121,0.25,1,100,71583,3361,1,3,1000,100,100,1
25000,1121,0.25,1,250,82011,3362,1,3,1000,100,100,1
50000,1121,0.25,1,500,19295,3363,1,3,1000,100,100,1
10000,1122,0.25,1,100,87562,3364,1,3,1000,100,100,1
25000,1122,0.25,1,250,46098,3365,1,3,1000,100,100,1
50000,1122,0.25,1,500,41951,3366,1,3,1000,100,100,1
10000,1123,0.25,1,100,55557,3367,1,3,1000,100,100,1
25000,1123,0.25,1,250,21150,3368,1,3,1000,100,100,1
50000,1123,0.25,1,500,35852,3369,1,3,1000,100,100,1
10000,1124,0.25,1,100,68808,3370,1,3,1000,100,100,1
25000,1124,0.25,1,250,5334,3371,1,3,1000,100,100,1
50000,1124,0.25,1,500,29725,3372,1,3,1000,100,100,1
10000,1125,0.25,1,100,90827,3373,1,3,1000,100,100,1
25000,1125,0.25,1,250,57285,3374,1,3,1000,100,100,1
50000,1125,0.25,1,500,51495,3375,1,3,1000,100,100,1
10000,1126,0.25,1,100,90719,3376,1,3,1000,100,100,1
25000,1126,0.25,1,250,93047,3377,1,3,1000,100,100,1
50000,1126,0.25,1,500,47409,3378,1,3,1000,100,100,1
10000,1127,0.25,1,100,61394,3379,1,3,1000,100,100,1
25000,1127,0.25,1,250,36980,3380,1,3,1000,100,100,1
50000,1127,0.25,1,500,60167,3381,1,3,1000,100,100,1
10000,1128,0.25,1,100,70008,3382,1,3,1000,100,100,1
25000,1128,0.25,1,250,77937,3383,1,3,1000,100,100,1
50000,1128,0.25,1,500,61192,3384,1,3,1000,100,100,1
10000,1129,0.25,1,100,97063,3385,1,3,1000,100,100,1
25000,1129,0.25,1,250,19425,3386,1,3,1000,100,100,1
50000,1129,0.25,1,500,91451,3387,1,3,1000,100,100,1
10000,1130,0.25,1,100,84057,3388,1,3,1000,100,100,1
25000,1130,0.25,1,250,54424,3389,1,3,1000,100,100,1
50000,1130,0.25,1,500,46280,3390,1,3,1000,100,100,1
10000,1131,0.25,1,100,74838,3391,1,3,1000,100,100,1
25000,1131,0.25,1,250,33254,3392,1,3,1000,100,100,1
50000,1131,0.25,1,500,50382,3393,1,3,1000,100,100,1
10000,1132,0.25,1,100,72912,3394,1,3,1000,100,100,1
25000,1132,0.25,1,250,27381,3395,1,3,1000,100,100,1
50000,1132,0.25,1,500,95595,3396,1,3,1000,100,100,1
10000,1133,0.25,1,100,44051,3397,1,3,1000,100,100,1
25000,1133,0.25,1,250,91934,3398,1,3,1000,100,100,1
50000,1133,0.25,1,500,66501,3399,1,3,1000,100,100,1
10000,1134,0.25,1,100,99763,3400,1,3,1000,100,100,1
25000,1134,0.25,1,250,78821,3401,1,3,1000,100,100,1
50000,1134,0.25,1,500,71286,3402,1,3,1000,100,100,1
10000,1135,0.25,1,100,27443,3403,1,3,1000,100,100,1
25000,1135,0.25,1,250,86397,3404,1,3,1000,100,100,1
50000,1135,0.25,1,500,7483,3405,1,3,1000,100,100,1
10000,1136,0.25,1,100,52364,3406,1,3,1000,100,100,1
25000,1136,0.25,1,250,88196,3407,1,3,1000,100,100,1
50000,1136,0.25,1,500,65742,3408,1,3,1000,100,100,1
10000,1137,0.25,1,100,25110,3409,1,3,1000,100,100,1
25000,1137,0.25,1,250,23683,3410,1,3,1000,100,100,1
50000,1137,0.25,1,500,66409,3411,1,3,1000,100,100,1
10000,1138,0.25,1,100,23341,3412,1,3,1000,100,100,1
25000,1138,0.25,1,250,75230,3413,1,3,1000,100,100,1
50000,1138,0.25,1,500,33946,3414,1,3,1000,100,100,1
10000,1139,0.25,1,100,56251,3415,1,3,1000,100,100,1
25000,1139,0.25,1,250,78080,3416,1,3,1000,100,100,1
50000,1139,0.25,1,500,46794,3417,1,3,1000,100,100,1
10000,1140,0.25,1,100,38129,3418,1,3,1000,100,100,1
25000,1140,0.25,1,250,83626,3419,1,3,1000,100,100,1
50000,1140,0.25,1,500,96087,3420,1,3,1000,100,100,1
10000,1141,0.25,1,100,55972,3421,1,3,1000,100,100,1
25000,1141,0.25,1,250,66389,3422,1,3,1000,100,100,1
50000,1141,0.25,1,500,9679,3423,1,3,1000,100,100,1
10000,1142,0.25,1,100,16324,3424,1,3,1000,100,100,1
25000,1142,0.25,1,250,92915,3425,1,3,1000,100,100,1
50000,1142,0.25,1,500,96738,3426,1,3,1000,100,100,1
10000,1143,0.25,1,100,48322,3427,1,3,1000,100,100,1
25000,1143,0.25,1,250,51290,3428,1,3,1000,100,100,1
50000,1143,0.25,1,500,58205,3429,1,3,1000,100,100,1
10000,1144,0.25,1,100,89441,3430,1,3,1000,100,100,1
25000,1144,0.25,1,250,51691,3431,1,3,1000,100,100,1
50000,1144,0.25,1,500,56823,3432,1,3,1000,100,100,1
10000,1145,0.25,1,100,84600,3433,1,3,1000,100,100,1
25000,1145,0.25,1,250,49059,3434,1,3,1000,100,100,1
50000,1145,0.25,1,500,41663,3435,1,3,1000,100,100,1
10000,1146,0.25,1,100,67156,3436,1,3,1000,100,100,1
25000,1146,0.25,1,250,1371,3437,1,3,1000,100,100,1
50000,1146,0.25,1,500,46535,3438,1,3,1000,100,100,1
10000,1147,0.25,1,100,88627,3439,1,3,1000,100,100,1
25000,1147,0.25,1,250,3790,3440,1,3,1000,100,100,1
50000,1147,0.25,1,500,19702,3441,1,3,1000,100,100,1
10000,1148,0.25,1,100,98185,3442,1,3,1000,100,100,1
25000,1148,0.25,1,250,44357,3443,1,3,1000,100,100,1
50000,1148,0.25,1,500,9515,3444,1,3,1000,100,100,1
10000,1149,0.25,1,100,69479,3445,1,3,1000,100,100,1
25000,1149,0.25,1,250,44322,3446,1,3,1000,100,100,1
50000,1149,0.25,1,500,25893,3447,1,3,1000,100,100,1
10000,1150,0.25,1,100,10131,3448,1,3,1000,100,100,1
25000,1150,0.25,1,250,71708,3449,1,3,1000,100,100,1
50000,1150,0.25,1,500,76365,3450,1,3,1000,100,100,1
10000,1151,0.25,1,100,34623,3451,1,3,1000,100,100,1
25000,1151,0.25,1,250,60845,3452,1,3,1000,100,100,1
50000,1151,0.25,1,500,92278,3453,1,3,1000,100,100,1
10000,1152,0.25,1,100,91097,3454,1,3,1000,100,100,1
25000,1152,0.25,1,250,43002,3455,1,3,1000,100,100,1
50000,1152,0.25,1,500,89396,3456,1,3,1000,100,100,1
10000,1153,0.25,1,100,12106,3457,1,3,1000,100,100,1
25000,1153,0.25,1,250,82001,3458,1,3,1000,100,100,1
50000,1153,0.25,1,500,9879,3459,1,3,1000,100,100,1
10000,1154,0.25,1,100,3050,3460,1,3,1000,100,100,1
25000,1154,0.25,1,250,18868,3461,1,3,1000,100,100,1
50000,1154,0.25,1,500,75353,3462,1,3,1000,100,100,1
10000,1155,0.25,1,100,22760,3463,1,3,1000,100,100,1
25000,1155,0.25,1,250,41491,3464,1,3,1000,100,100,1
50000,1155,0.25,1,500,47158,3465,1,3,1000,100,100,1
10000,1156,0.25,1,100,18718,3466,1,3,1000,100,100,1
25000,1156,0.25,1,250,23578,3467,1,3,1000,100,100,1
50000,1156,0.25,1,500,20121,3468,1,3,1000,100,100,1
10000,1157,0.25,1,100,79654,3469,1,3,1000,100,100,1
25000,1157,0.25,1,250,83734,3470,1,3,1000,100,100,1
50000,1157,0.25,1,500,59227,3471,1,3,1000,100,100,1
10000,1158,0.25,1,100,33652,3472,1,3,1000,100,100,1
25000,1158,0.25,1,250,65880,3473,1,3,1000,100,100,1
50000,1158,0.25,1,500,3231,3474,1,3,1000,100,100,1
10000,1159,0.25,1,100,40944,3475,1,3,1000,100,100,1
25000,1159,0.25,1,250,47903,3476,1,3,1000,100,100,1
50000,1159,0.25,1,500,54368,3477,1,3,1000,100,100,1
10000,1160,0.25,1,100,30026,3478,1,3,1000,100,100,1
25000,1160,0.25,1,250,54706,3479,1,3,1000,100,100,1
50000,1160,0.25,1,500,79357,3480,1,3,1000,100,100,1
10000,1161,0.25,1,100,17319,3481,1,3,1000,100,100,1
25000,1161,0.25,1,250,91350,3482,1,3,1000,100,100,1
50000,1161,0.25,1,500,27866,3483,1,3,1000,100,100,1
10000,1162,0.25,1,100,38764,3484,1,3,1000,100,100,1
25000,1162,0.25,1,250,46047,3485,1,3,1000,100,100,1
50000,1162,0.25,1,500,73189,3486,1,3,1000,100,100,1
10000,1163,0.25,1,100,2439,3487,1,3,1000,100,100,1
25000,1163,0.25,1,250,89209,3488,1,3,1000,100,100,1
50000,1163,0.25,1,500,62452,3489,1,3,1000,100,100,1
10000,1164,0.25,1,100,84991,3490,1,3,1000,100,100,1
25000,1164,0.25,1,250,3284,3491,1,3,1000,100,100,1
50000,1164,0.25,1,500,84728,3492,1,3,1000,100,100,1
10000,1165,0.25,1,100,74592,3493,1,3,1000,100,100,1
25000,1165,0.25,1,250,80270,3494,1,3,1000,100,100,1
50000,1165,0.25,1,500,13888,3495,1,3,1000,100,100,1
10000,1166,0.25,1,100,31911,3496,1,3,1000,100,100,1
25000,1166,0.25,1,250,45222,3497,1,3,1000,100,100,1
50000,1166,0.25,1,500,99050,3498,1,3,1000,100,100,1
10000,1167,0.25,1,100,35562,3499,1,3,1000,100,100,1
25000,1167,0.25,1,250,15295,3500,1,3,1000,100,100,1
50000,1167,0.25,1,500,39971,3501,1,3,1000,100,100,1
10000,1168,0.25,1,100,98576,3502,1,3,1000,100,100,1
25000,1168,0.25,1,250,42477,3503,1,3,1000,100,100,1
50000,1168,0.25,1,500,15984,3504,1,3,1000,100,100,1
10000,1169,0.25,1,100,38487,3505,1,3,1000,100,100,1
25000,1169,0.25,1,250,45372,3506,1,3,1000,100,100,1
50000,1169,0.25,1,500,54490,3507,1,3,1000,100,100,1
10000,1170,0.25,1,100,97997,3508,1,3,1000,100,100,1
25000,1170,0.25,1,250,94643,3509,1,3,1000,100,100,1
50000,1170,0.25,1,500,85745,3510,1,3,1000,100,100,1
10000,1171,0.25,1,100,17491,3511,1,3,1000,100,100,1
25000,1171,0.25,1,250,14325,3512,1,3,1000,100,100,1
50000,1171,0.25,1,500,40765,3513,1,3,1000,100,100,1
10000,1172,0.25,1,100,51971,3514,1,3,1000,100,100,1
25000,1172,0.25,1,250,80101,3515,1,3,1000,100,100,1
50000,1172,0.25,1,500,30242,3516,1,3,1000,100,100,1
10000,1173,0.25,1,100,64276,3517,1,3,1000,100,100,1
25000,1173,0.25,1,250,97604,3518,1,3,1000,100,100,1
50000,1173,0.25,1,500,31118,3519,1,3,1000,100,100,1
10000,1174,0.25,1,100,33565,3520,1,3,1000,100,100,1
25000,1174,0.25,1,250,92019,3521,1,3,1000,100,100,1
50000,1174,0.25,1,500,86824,3522,1,3,1000,100,100,1
10000,1175,0.25,1,100,46593,3523,1,3,1000,100,100,1
25000,1175,0.25,1,250,16953,3524,1,3,1000,100,100,1
50000,1175,0.25,1,500,44301,3525,1,3,1000,100,100,1
10000,1176,0.25,1,100,57994,3526,1,3,1000,100,100,1
25000,1176,0.25,1,250,29967,3527,1,3,1000,100,100,1
50000,1176,0.25,1,500,66085,3528,1,3,1000,100,100,1
10000,1177,0.25,1,100,36199,3529,1,3,1000,100,100,1
25000,1177,0.25,1,250,39005,3530,1,3,1000,100,100,1
50000,1177,0.25,1,500,95902,3531,1,3,1000,100,100,1
10000,1178,0.25,1,100,20566,3532,1,3,1000,100,100,1
25000,1178,0.25,1,250,36189,3533,1,3,1000,100,100,1
50000,1178,0.25,1,500,14119,3534,1,3,1000,100,100,1
10000,1179,0.25,1,100,30370,3535,1,3,1000,100,100,1
25000,1179,0.25,1,250,71650,3536,1,3,1000,100,100,1
50000,1179,0.25,1,500,4576,3537,1,3,1000,100,100,1
10000,1180,0.25,1,100,34317,3538,1,3,1000,100,100,1
25000,1180,0.25,1,250,64749,3539,1,3,1000,100,100,1
50000,1180,0.25,1,500,89235,3540,1,3,1000,100,100,1
10000,1181,0.25,1,100,96840,3541,1,3,1000,100,100,1
25000,1181,0.25,1,250,36635,3542,1,3,1000,100,100,1
50000,1181,0.25,1,500,47637,3543,1,3,1000,100,100,1
10000,1182,0.25,1,100,99135,3544,1,3,1000,100,100,1
25000,1182,0.25,1,250,95032,3545,1,3,1000,100,100,1
50000,1182,0.25,1,500,28432,3546,1,3,1000,100,100,1
10000,1183,0.25,1,100,13709,3547,1,3,1000,100,100,1
25000,1183,0.25,1,250,67073,3548,1,3,1000,100,100,1
50000,1183,0.25,1,500,92863,3549,1,3,1000,100,100,1
10000,1184,0.25,1,100,11747,3550,1,3,1000,100,100,1
25000,1184,0.25,1,250,24361,3551,1,3,1000,100,100,1
50000,1184,0.25,1,500,87951,3552,1,3,1000,100,100,1
10000,1185,0.25,1,100,76209,3553,1,3,1000,100,100,1
25000,1185,0.25,1,250,76214,3554,1,3,1000,100,100,1
50000,1185,0.25,1,500,77773,3555,1,3,1000,100,100,1
10000,1186,0.25,1,100,17070,3556,1,3,1000,100,100,1
25000,1186,0.25,1,250,26669,3557,1,3,1000,100,100,1
50000,1186,0.25,1,500,55099,3558,1,3,1000,100,100,1
10000,1187,0.25,1,100,76381,3559,1,3,1000,100,100,1
25000,1187,0.25,1,250,54953,3560,1,3,1000,100,100,1
50000,1187,0.25,1,500,6063,3561,1,3,1000,100,100,1
10000,1188,0.25,1,100,9018,3562,1,3,1000,100,100,1
25000,1188,0.25,1,250,27407,3563,1,3,1000,100,100,1
50000,1188,0.25,1,500,98877,3564,1,3,1000,100,100,1
10000,1189,0.25,1,100,7729,3565,1,3,1000,100,100,1
25000,1189,0.25,1,250,23823,3566,1,3,1000,100,100,1
50000,1189,0.25,1,500,17450,3567,1,3,1000,100,100,1
10000,1190,0.25,1,100,11289,3568,1,3,1000,100,100,1
25000,1190,0.25,1,250,86715,3569,1,3,1000,100,100,1
50000,1190,0.25,1,500,54958,3570,1,3,1000,100,100,1
10000,1191,0.25,1,100,7518,3571,1,3,1000,100,100,1
25000,1191,0.25,1,250,57818,3572,1,3,1000,100,100,1
50000,1191,0.25,1,500,99769,3573,1,3,1000,100,100,1
10000,1192,0.25,1,100,26235,3574,1,3,1000,100,100,1
25000,1192,0.25,1,250,49788,3575,1,3,1000,100,100,1
50000,1192,0.25,1,500,34024,3576,1,3,1000,100,100,1
10000,1193,0.25,1,100,60677,3577,1,3,1000,100,100,1
25000,1193,0.25,1,250,71614,3578,1,3,1000,100,100,1
50000,1193,0.25,1,500,92155,3579,1,3,1000,100,100,1
10000,1194,0.25,1,100,42278,3580,1,3,1000,100,100,1
25000,1194,0.25,1,250,79269,3581,1,3,1000,100,100,1
50000,1194,0.25,1,500,90284,3582,1,3,1000,100,100,1
10000,1195,0.25,1,100,51416,3583,1,3,1000,100,100,1
25000,1195,0.25,1,250,50760,3584,1,3,1000,100,100,1
50000,1195,0.25,1,500,66094,3585,1,3,1000,100,100,1
10000,1196,0.25,1,100,13519,3586,1,3,1000,100,100,1
25000,1196,0.25,1,250,7829,3587,1,3,1000,100,100,1
50000,1196,0.25,1,500,42425,3588,1,3,1000,100,100,1
10000,1197,0.25,1,100,22395,3589,1,3,1000,100,100,1
25000,1197,0.25,1,250,12170,3590,1,3,1000,100,100,1
50000,1197,0.25,1,500,85311,3591,1,3,1000,100,100,1
10000,1198,0.25,1,100,16972,3592,1,3,1000,100,100,1
25000,1198,0.25,1,250,14858,3593,1,3,1000,100,100,1
50000,1198,0.25,1,500,47601,3594,1,3,1000,100,100,1
10000,1199,0.25,1,100,56728,3595,1,3,1000,100,100,1
25000,1199,0.25,1,250,19384,3596,1,3,1000,100,100,1
50000,1199,0.25,1,500,88239,3597,1,3,1000,100,100,1
10000,1200,0.25,1,100,77057,3598,1,3,1000,100,100,1
25000,1200,0.25,1,250,72682,3599,1,3,1000,100,100,1
50000,1200,0.25,1,500,61116,3600,1,3,1000,100,100,1
10000,1201,0.25,1,100,47840,3601,1,3,1000,100,100,1
25000,1201,0.25,1,250,58933,3602,1,3,1000,100,100,1
50000,1201,0.25,1,500,43723,3603,1,3,1000,100,100,1
10000,1202,0.25,1,100,40162,3604,1,3,1000,100,100,1
25000,1202,0.25,1,250,25941,3605,1,3,1000,100,100,1
50000,1202,0.25,1,500,25247,3606,1,3,1000,100,100,1
10000,1203,0.25,1,100,45620,3607,1,3,1000,100,100,1
25000,1203,0.25,1,250,62332,3608,1,3,1000,100,100,1
50000,1203,0.25,1,500,15465,3609,1,3,1000,100,100,1
10000,1204,0.25,1,100,62459,3610,1,3,1000,100,100,1
25000,1204,0.25,1,250,21125,3611,1,3,1000,100,100,1
50000,1204,0.25,1,500,53528,3612,1,3,1000,100,100,1
10000,1205,0.25,1,100,78679,3613,1,3,1000,100,100,1
25000,1205,0.25,1,250,5155,3614,1,3,1000,100,100,1
50000,1205,0.25,1,500,32793,3615,1,3,1000,100,100,1
10000,1206,0.25,1,100,94294,3616,1,3,1000,100,100,1
25000,1206,0.25,1,250,3056,3617,1,3,1000,100,100,1
50000,1206,0.25,1,500,61337,3618,1,3,1000,100,100,1
10000,1207,0.25,1,100,61860,3619,1,3,1000,100,100,1
25000,1207,0.25,1,250,8049,3620,1,3,1000,100,100,1
50000,1207,0.25,1,500,34255,3621,1,3,1000,100,100,1
10000,1208,0.25,1,100,62710,3622,1,3,1000,100,100,1
25000,1208,0.25,1,250,12763,3623,1,3,1000,100,100,1
50000,1208,0.25,1,500,73245,3624,1,3,1000,100,100,1
10000,1209,0.25,1,100,93739,3625,1,3,1000,100,100,1
25000,1209,0.25,1,250,31939,3626,1,3,1000,100,100,1
50000,1209,0.25,1,500,54753,3627,1,3,1000,100,100,1
10000,1210,0.25,1,100,5070,3628,1,3,1000,100,100,1
25000,1210,0.25,1,250,91017,3629,1,3,1000,100,100,1
50000,1210,0.25,1,500,23869,3630,1,3,1000,100,100,1
10000,1211,0.25,1,100,61305,3631,1,3,1000,100,100,1
25000,1211,0.25,1,250,37496,3632,1,3,1000,100,100,1
50000,1211,0.25,1,500,59294,3633,1,3,1000,100,100,1
10000,1212,0.25,1,100,89655,3634,1,3,1000,100,100,1
25000,1212,0.25,1,250,99913,3635,1,3,1000,100,100,1
50000,1212,0.25,1,500,75916,3636,1,3,1000,100,100,1
10000,1213,0.25,1,100,41495,3637,1,3,1000,100,100,1
25000,1213,0.25,1,250,54428,3638,1,3,1000,100,100,1
50000,1213,0.25,1,500,50889,3639,1,3,1000,100,100,1
10000,1214,0.25,1,100,96301,3640,1,3,1000,100,100,1
25000,1214,0.25,1,250,99374,3641,1,3,1000,100,100,1
50000,1214,0.25,1,500,8821,3642,1,3,1000,100,100,1
10000,1215,0.25,1,100,59987,3643,1,3,1000,100,100,1
25000,1215,0.25,1,250,61583,3644,1,3,1000,100,100,1
50000,1215,0.25,1,500,77847,3645,1,3,1000,100,100,1
10000,1216,0.25,1,100,69273,3646,1,3,1000,100,100,1
25000,1216,0.25,1,250,73975,3647,1,3,1000,100,100,1
50000,1216,0.25,1,500,91556,3648,1,3,1000,100,100,1
10000,1217,0.25,1,100,78487,3649,1,3,1000,100,100,1
25000,1217,0.25,1,250,82994,3650,1,3,1000,100,100,1
50000,1217,0.25,1,500,96009,3651,1,3,1000,100,100,1
10000,1218,0.25,1,100,84262,3652,1,3,1000,100,100,1
25000,1218,0.25,1,250,62892,3653,1,3,1000,100,100,1
50000,1218,0.25,1,500,82411,3654,1,3,1000,100,100,1
10000,1219,0.25,1,100,50334,3655,1,3,1000,100,100,1
25000,1219,0.25,1,250,48903,3656,1,3,1000,100,100,1
50000,1219,0.25,1,500,52586,3657,1,3,1000,100,100,1
10000,1220,0.25,1,100,27972,3658,1,3,1000,100,100,1
25000,1220,0.25,1,250,86709,3659,1,3,1000,100,100,1
50000,1220,0.25,1,500,56089,3660,1,3,1000,100,100,1
10000,1221,0.25,1,100,96261,3661,1,3,1000,100,100,1
25000,1221,0.25,1,250,2418,3662,1,3,1000,100,100,1
50000,1221,0.25,1,500,89179,3663,1,3,1000,100,100,1
10000,1222,0.25,1,100,85641,3664,1,3,1000,100,100,1
25000,1222,0.25,1,250,74525,3665,1,3,1000,100,100,1
50000,1222,0.25,1,500,23188,3666,1,3,1000,100,100,1
10000,1223,0.25,1,100,82442,3667,1,3,1000,100,100,1
25000,1223,0.25,1,250,13344,3668,1,3,1000,100,100,1
50000,1223,0.25,1,500,69201,3669,1,3,1000,100,100,1
10000,1224,0.25,1,100,8057,3670,1,3,1000,100,100,1
25000,1224,0.25,1,250,30380,3671,1,3,1000,100,100,1
50000,1224,0.25,1,500,68236,3672,1,3,1000,100,100,1
10000,1225,0.25,1,100,51531,3673,1,3,1000,100,100,1
25000,1225,0.25,1,250,98452,3674,1,3,1000,100,100,1
50000,1225,0.25,1,500,934,3675,1,3,1000,100,100,1
10000,1226,0.25,1,100,57041,3676,1,3,1000,100,100,1
25000,1226,0.25,1,250,72938,3677,1,3,1000,100,100,1
50000,1226,0.25,1,500,56162,3678,1,3,1000,100,100,1
10000,1227,0.25,1,100,84721,3679,1,3,1000,100,100,1
25000,1227,0.25,1,250,77002,3680,1,3,1000,100,100,1
50000,1227,0.25,1,500,37864,3681,1,3,1000,100,100,1
10000,1228,0.25,1,100,33725,3682,1,3,1000,100,100,1
25000,1228,0.25,1,250,91110,3683,1,3,1000,100,100,1
50000,1228,0.25,1,500,21904,3684,1,3,1000,100,100,1
10000,1229,0.25,1,100,25290,3685,1,3,1000,100,100,1
25000,1229,0.25,1,250,62869,3686,1,3,1000,100,100,1
50000,1229,0.25,1,500,35018,3687,1,3,1000,100,100,1
10000,1230,0.25,1,100,34237,3688,1,3,1000,100,100,1
25000,1230,0.25,1,250,86073,3689,1,3,1000,100,100,1
50000,1230,0.25,1,500,7137,3690,1,3,1000,100,100,1
10000,1231,0.25,1,100,17323,3691,1,3,1000,100,100,1
25000,1231,0.25,1,250,72476,3692,1,3,1000,100,100,1
50000,1231,0.25,1,500,6321,3693,1,3,1000,100,100,1
10000,1232,0.25,1,100,29931,3694,1,3,1000,100,100,1
25000,1232,0.25,1,250,97732,3695,1,3,1000,100,100,1
50000,1232,0.25,1,500,60144,3696,1,3,1000,100,100,1
10000,1233,0.25,1,100,51667,3697,1,3,1000,100,100,1
25000,1233,0.25,1,250,76589,3698,1,3,1000,100,100,1
50000,1233,0.25,1,500,4502,3699,1,3,1000,100,100,1
10000,1234,0.25,1,100,14848,3700,1,3,1000,100,100,1
25000,1234,0.25,1,250,4788,3701,1,3,1000,100,100,1
50000,1234,0.25,1,500,98976,3702,1,3,1000,100,100,1
10000,1235,0.25,1,100,91314,3703,1,3,1000,100,100,1
25000,1235,0.25,1,250,24640,3704,1,3,1000,100,100,1
50000,1235,0.25,1,500,80713,3705,1,3,1000,100,100,1
10000,1236,0.25,1,100,27941,3706,1,3,1000,100,100,1
25000,1236,0.25,1,250,77121,3707,1,3,1000,100,100,1
50000,1236,0.25,1,500,41893,3708,1,3,1000,100,100,1
10000,1237,0.25,1,100,60853,3709,1,3,1000,100,100,1
25000,1237,0.25,1,250,6982,3710,1,3,1000,100,100,1
50000,1237,0.25,1,500,21617,3711,1,3,1000,100,100,1
10000,1238,0.25,1,100,85928,3712,1,3,1000,100,100,1
25000,1238,0.25,1,250,99661,3713,1,3,1000,100,100,1
50000,1238,0.25,1,500,96768,3714,1,3,1000,100,100,1
10000,1239,0.25,1,100,8628,3715,1,3,1000,100,100,1
25000,1239,0.25,1,250,81004,3716,1,3,1000,100,100,1
50000,1239,0.25,1,500,89892,3717,1,3,1000,100,100,1
10000,1240,0.25,1,100,50056,3718,1,3,1000,100,100,1
25000,1240,0.25,1,250,87585,3719,1,3,1000,100,100,1
50000,1240,0.25,1,500,96017,3720,1,3,1000,100,100,1
10000,1241,0.25,1,100,71836,3721,1,3,1000,100,100,1
25000,1241,0.25,1,250,18974,3722,1,3,1000,100,100,1
50000,1241,0.25,1,500,69097,3723,1,3,1000,100,100,1
10000,1242,0.25,1,100,38472,3724,1,3,1000,100,100,1
25000,1242,0.25,1,250,32769,3725,1,3,1000,100,100,1
50000,1242,0.25,1,500,89709,3726,1,3,1000,100,100,1
10000,1243,0.25,1,100,54333,3727,1,3,1000,100,100,1
25000,1243,0.25,1,250,15514,3728,1,3,1000,100,100,1
50000,1243,0.25,1,500,49377,3729,1,3,1000,100,100,1
10000,1244,0.25,1,100,95995,3730,1,3,1000,100,100,1
25000,1244,0.25,1,250,10376,3731,1,3,1000,100,100,1
50000,1244,0.25,1,500,38170,3732,1,3,1000,100,100,1
10000,1245,0.25,1,100,25445,3733,1,3,1000,100,100,1
25000,1245,0.25,1,250,89598,3734,1,3,1000,100,100,1
50000,1245,0.25,1,500,53731,3735,1,3,1000,100,100,1
10000,1246,0.25,1,100,85993,3736,1,3,1000,100,100,1
25000,1246,0.25,1,250,54898,3737,1,3,1000,100,100,1
50000,1246,0.25,1,500,20735,3738,1,3,1000,100,100,1
10000,1247,0.25,1,100,11535,3739,1,3,1000,100,100,1
25000,1247,0.25,1,250,86340,3740,1,3,1000,100,100,1
50000,1247,0.25,1,500,91015,3741,1,3,1000,100,100,1
10000,1248,0.25,1,100,55571,3742,1,3,1000,100,100,1
25000,1248,0.25,1,250,79194,3743,1,3,1000,100,100,1
50000,1248,0.25,1,500,74331,3744,1,3,1000,100,100,1
10000,1249,0.25,1,100,87553,3745,1,3,1000,100,100,1
25000,1249,0.25,1,250,91692,3746,1,3,1000,100,100,1
50000,1249,0.25,1,500,98853,3747,1,3,1000,100,100,1
10000,1250,0.25,1,100,14646,3748,1,3,1000,100,100,1
25000,1250,0.25,1,250,26024,3749,1,3,1000,100,100,1
50000,1250,0.25,1,500,86974,3750,1,3,1000,100,100,1
10000,1251,0.25,1,100,25099,3751,1,3,1000,100,100,1
25000,1251,0.25,1,250,75096,3752,1,3,1000,100,100,1
50000,1251,0.25,1,500,83114,3753,1,3,1000,100,100,1
10000,1252,0.25,1,100,38828,3754,1,3,1000,100,100,1
25000,1252,0.25,1,250,13807,3755,1,3,1000,100,100,1
50000,1252,0.25,1,500,33021,3756,1,3,1000,100,100,1
10000,1253,0.25,1,100,21220,3757,1,3,1000,100,100,1
25000,1253,0.25,1,250,2150,3758,1,3,1000,100,100,1
50000,1253,0.25,1,500,56740,3759,1,3,1000,100,100,1
10000,1254,0.25,1,100,10816,3760,1,3,1000,100,100,1
25000,1254,0.25,1,250,26623,3761,1,3,1000,100,100,1
50000,1254,0.25,1,500,75420,3762,1,3,1000,100,100,1
10000,1255,0.25,1,100,24532,3763,1,3,1000,100,100,1
25000,1255,0.25,1,250,5564,3764,1,3,1000,100,100,1
50000,1255,0.25,1,500,50878,3765,1,3,1000,100,100,1
10000,1256,0.25,1,100,9212,3766,1,3,1000,100,100,1
25000,1256,0.25,1,250,61013,3767,1,3,1000,100,100,1
50000,1256,0.25,1,500,66844,3768,1,3,1000,100,100,1
10000,1257,0.25,1,100,95290,3769,1,3,1000,100,100,1
25000,1257,0.25,1,250,30479,3770,1,3,1000,100,100,1
50000,1257,0.25,1,500,83312,3771,1,3,1000,100,100,1
10000,1258,0.25,1,100,26996,3772,1,3,1000,100,100,1
25000,1258,0.25,1,250,85996,3773,1,3,1000,100,100,1
50000,1258,0.25,1,500,95387,3774,1,3,1000,100,100,1
10000,1259,0.25,1,100,37874,3775,1,3,1000,100,100,1
25000,1259,0.25,1,250,41826,3776,1,3,1000,100,100,1
50000,1259,0.25,1,500,53320,3777,1,3,1000,100,100,1
